experimento	fecha	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_2L	20220621 114705	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.134207079872722	0.188091677656485	295	1898	0.408252417020703	0.587947105020867	0.195481744062272	0.682036681033787	100	0.0987621859733339	9916	13844000	1
HT9310_2L	20220621 114810	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0983456128352554	0.396509390759456	683	1387	0.480545662546647	0.204331618779397	0.129122749316302	0.324635691265576	152	0.0820253301727197	9878	12562000	2
HT9310_2L	20220621 114907	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.142704906946165	0.591739586748008	821	4786	0.543059771598055	0.684947743786033	0.142778119527575	0.480811972475931	61	0.131043547747276	8544	14256000	3
HT9310_2L	20220621 114952	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.210737857525819	0.367465354510932	490	5894	0.636552335043671	0.228000704872247	0.184218847397424	0.342333046579734	148	0.115202351960343	8984	12736000	4
HT9310_2L	20220621 115130	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0699449022492627	0.520012737707293	863	6327	0.653694699080224	0.362535984656861	0.173187658737006	0.297807353702956	352	0.0984209489004878	10196	13924000	5
HT9310_2L	20220621 115331	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0557300008932361	0.724062585237698	375	3797	0.193149457937252	0.947042151944624	0.355688430543451	0.537939960123913	189	0.0923851982437022	10862	14098000	6
HT9310_2L	20220621 115543	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0277207178564277	0.446791178128478	313	4378	0.35941502707341	0.55802535960931	0.0637844742905872	0.420775585258525	541	0.0998917605687199	9948	14412000	7
HT9310_2L	20220621 115700	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0534016612143023	0.424606443687662	362	2448	0.966499109727156	0.459389143479493	0.230051532315774	0.502253338899755	239	0.0916475235024886	10602	13878000	8
HT9310_2L	20220621 115747	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.105903295985772	0.327182901882043	559	902	0.302020156569779	0.417563820690411	0.295318044872547	0.439254436480405	73	0.0927874823604467	10858	13502000	9
HT9310_2L	20220621 115826	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.111259762002737	0.295249547962885	477	2935	0.833011084384489	0.845009178939654	0.40815060082321	0.205749548075983	108	0.123034343656312	8568	13632000	10
HT9310_2L	20220621 115901	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.123072966983309	0.228277744690422	934	5056	0.580549009493552	0.140326203893783	0.381340551724934	0.655841068530572	169	0.0882103512633105	11488	13592000	11
HT9310_2L	20220621 120034	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.21301190378319	0.760665667308785	243	5721	0.52508500279946	0.753396199393464	0.24823950343125	0.594450159824919	162	0.0955315089828171	9950	12610000	12
HT9310_2L	20220621 120118	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.183324567058007	0.352786128467415	433	4024	0.736704046706436	0.406475696355919	0.151537476825906	0.708107536416355	133	0.0979090403437118	10716	14364000	13
HT9310_2L	20220621 120141	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.118765037242556	0.126939785984723	639	7291	0.455967805893742	0.786780750853213	0.482980626661083	0.521379905685171	134	0.0847487912783931	11468	13732000	14
HT9310_2L	20220621 120222	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.14644819931942	0.267861006453313	652	7166	0.258743484513543	0.604298360336688	0.111387017414963	0.468342406711599	215	0.0910956636529019	11096	12904000	15
HT9310_2L	20220621 120303	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.231948010877823	0.562943048308807	527	399	0.227157844156463	0.727295940593613	0.43706745774216	0.141793267119647	18	0.0820273253311955	12894	13146000	16
HT9310_2L	20220621 120351	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.246062588347704	0.550577767458162	794	3214	0.155576103043568	0.884779473911476	0.0410295090109867	0.213161960745492	43	0.0888672378024766	11480	13960000	17
HT9310_2L	20220621 120505	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.224786918902537	0.682416419313085	165	6976	0.607106747991202	0.0803503497503698	0.37488387312078	0.25516993756537	94	0.103606517940139	10000	13280000	18
HT9310_2L	20220621 120537	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.240970713353017	0.297852241610963	916	6041	0.215641271084023	0.323997572833905	0.45121314410826	0.377460666614206	85	0.107202034621591	10608	13392000	19
HT9310_2L	20220621 120711	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0828680798178539	0.454186454464798	210	7738	0.695653313308867	0.518257815432298	0.320844627565166	0.636843075438082	470	0.0888622603517649	10000	13760000	20
HT9310_2L	20220621 121102	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0339933026477229	0.743549640329002	878	4197	0.880428802401148	0.0230827037028212	0.284443984450772	0.79413398498582	607	0.106549227180489	9110	14290000	21
HT9310_2L	20220621 121540	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0202374119567685	0.649634862446692	737	3455	0.322651420700859	0.648611208201328	0.306652651701006	0.113991258100577	668	0.0915934987233608	10562	14398000	22
HT9310_2L	20220621 121646	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.159312919314252	0.605045436172804	1002	360	0.843779873380117	0.471599885549949	0.396975314615047	0.612720238485781	32	0.081536025663761	12302	12538000	23
