fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220526 021100	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	120	TRUE	0.067076292708342	0.542931134630285	7593	16	0.0214995034092954	13024000	96
20220526 021223	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	382	TRUE	0.0101101507315672	0.931853497574764	1946	388	0.0153965022315274	13227000	97
20220526 021233	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	0.250604774602015	0.24823974073884	5400	629	0.0158319613850515	12841000	98
20220526 021254	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	75	TRUE	0.0738586686585227	0.527792890526343	5858	391	0.0168636589968798	13795000	99
20220526 021313	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	62	TRUE	0.0878482069841724	0.507368584948697	5839	395	0.0189804540662602	13499000	100
20220526 021415	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	215	TRUE	0.0195397581512617	0.998029384387313	965	1024	0.0154402281519609	13019000	101
20220526 021437	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0662516777649471	0.522687635550102	6174	17	0.0172709544247147	13590000	102
20220526 021554	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	702	TRUE	0.0100099368287783	0.758253730329526	6259	357	0.0162825685193066	13527000	103
20220526 021605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	0.299999491814734	0.201632721578999	5309	382	0.0103904432651728	11928000	104
20220526 021626	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	69	TRUE	0.0660110850606292	0.51812795509584	6172	297	0.0163050651601097	13829000	105
20220526 021642	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	70	TRUE	0.135120834134194	0.387978543162229	5662	16	0.0270982000452592	12662000	106
20220526 021703	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	69	TRUE	0.064250931089053	0.508482817392959	6162	389	0.0161905390916771	13780000	107
20220526 022010	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	62	TRUE	0.0100317773925258	0.460006172148495	3	1010	0.015538500903208	744000	108
20220526 022142	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	473	TRUE	0.0100771968321875	0.571605870972883	1095	17	0.0177205354710026	13373000	109
20220526 022320	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	493	TRUE	0.0101319416274226	0.715841422051705	1628	1024	0.0177447934349368	13744000	110
20220526 022453	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	336	TRUE	0.0136032623467546	0.590203921459895	1091	373	0.0153215156003021	13641000	111
20220526 022503	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	33	TRUE	0.151290394981295	0.761680082121646	8000	1024	0.0164537926832244	13242000	112
20220526 022657	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	982	TRUE	0.0102183044328115	0.222007982404313	826	23	0.0145147718713154	13451000	113
20220526 022817	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	165	TRUE	0.0101580987172485	0.607680461853451	1336	925	0.0156434532513803	13603000	114
20220526 022924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0101929730041143	0.999220001434138	765	84	0.0122642324020684	13241000	115
20220526 023059	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	600	TRUE	0.0101942051805021	0.582763696188663	7536	1024	0.0160262592266779	13523000	116
20220526 023258	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	603	TRUE	0.0101557889267686	0.551974221313577	5597	262	0.0165061003888489	13742000	117
20220526 023505	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	441	TRUE	0.0100222088489377	0.424124900598799	3612	18	0.0169217604209334	13523000	118
20220526 023554	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.0395117689721581	0.50315659914484	2719	72	0.0161525014091893	13460000	119
20220526 023618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	12	TRUE	0.298884719717518	0.810602564979718	1190	1024	0.0151345893365421	11225000	120
