Feature	Gain	Cover	Frequency
ccajas_trx_lag1	0.000179880825050935	0.00120265988436179	0.00115025288002248
ctarjeta_visa_delta1	0.000178828918647372	0.0028036649952861	0.000351222253441978
tmobile_app_delta1	0.000174672243904392	0.000464478710975011	0.000342441697105929
mttarjeta_master_debitos_automaticos_delta1	0.000168701077972518	0.00163174312195985	0.000491711154818769
ccajas_otras	0.000162095534227467	0.00105860182608079	0.000175611126720989
minversion2_lag1	0.000161257704984107	0.0030648252263876	0.000351222253441978
ctarjeta_debito_delta1	0.000154547829354954	0.00280185559333319	0.00031610002809778
tpaquete9	0.00015376759622959	0.000588378066740121	0.000201952795729137
cseguro_vida_lag1	0.000149203419423379	0.00195423412374636	0.000333661140769879
tcallcenter_delta1	0.000145594349408889	0.000629511161290089	0.000333661140769879
cpayroll_trx_delta1	0.000138144505330021	0.000357614502088401	0.000351222253441978
mcheques_emitidos_delta1	0.000135342641142801	0.00220865444551254	0.000280977802753583
catm_trx_other	0.00013025361142471	0.00150734308152756	0.00032488058443383
ccajas_trx	0.000128032295745208	0.000280344286862767	0.00031610002809778
mcheques_depositados_delta1	0.000126329570833138	0.00207916762037627	0.000280977802753583
catm_trx_delta1	0.000125239453713469	0.000956450285781964	0.000430247260466423
cseguro_vivienda_lag1	0.000124637128494552	0.000310587891888835	0.000219513908401236
Master_mconsumosdolares_delta1	0.00012395680248864	0.000303652425336811	0.000289758359089632
cforex_buy_delta1	0.000118463691800316	0.00167535705199179	0.000149269457712841
ccajas_consultas	0.000115072132459495	0.000747971591536973	0.000237075021073335
catm_trx_other_lag1	0.00011479456447647	0.000437449625554002	0.000237075021073335
internet_delta1	0.000114377284393523	0.000212174603130147	0.000245855577409385
Master_mconsumosdolares_lag1	0.000113656790643231	0.000183813600017508	0.000280977802753583
Visa_status_delta1	0.000112341929225131	0.000162120684521615	0.000193172239393088
ctarjeta_master_trx_delta1	0.000107352112684341	0.00150610496085647	0.000377563922450126
