experimento	fecha	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_6L	20220621 040943	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.194198405866628	0.749344132222177	1002	360	0.843779873380117	0.471599885549949	0.396975314615047	0.759211735196004	50	0.0706803624550362	9898	11702000	23
HT9310_6L	20220621 041043	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.216866362121655	0.586735748596402	41	1171	0.80277589731937	0.258606621758227	0.0903937432405655	0.287507758913853	68	0.124115425003724	8330	12670000	24
HT9310_6L	20220621 041229	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0242220506424201	0.199470823066076	606	5059	0.942466491014202	0.315882328930456	0.0823981961500976	0.342898810558108	1105	0.0940380396541683	10532	13828000	25
HT9310_6L	20220621 041253	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.203865052623441	0.17591610872696	192	761	0.900946892854699	0.973400294189196	0.258783031283601	0.89848970682433	44	0.0898839676844974	11534	13186000	26
HT9310_6L	20220621 041413	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.235833736694767	0.780075149665208	414	5538	0.0725120200254605	0.119329122200725	0.344229106042985	0.92778488785043	109	0.112222593090175	8594	13606000	27
HT9310_6L	20220621 041459	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0951546376859187	0.292405274978228	962	2716	0.115924953199137	0.653758594069368	0.49901003237057	0.692271244287258	171	0.0797638819981782	11922	13398000	28
HT9310_6L	20220621 041521	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.200084549336461	0.106693824379909	110	7990	0.044418498842133	0.18430659366757	0.0241662791722047	0.49051885604058	185	0.0924417542028391	10542	12978000	29
HT9310_6L	20220621 041721	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.113089885492518	0.996764135706326	116	1765	0.381631817632879	0.910223300746002	0.0351060451012745	0.95086167616173	149	0.0892533186156196	9344	13336000	30
HT9310_6L	20220621 041917	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0596908089652425	0.881393987671618	48	2191	0.0351796870290127	0.0505930835175968	0.465931424822775	0.209635264258395	134	0.0923053202162226	11054	13906000	31
HT9310_6L	20220621 042020	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.244343662465399	0.613497335804277	745	6753	0.752675909631362	0.820991778343596	0.21283282286	0.178762475704571	44	0.0845846622584693	11498	13342000	32
HT9310_6L	20220621 042150	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0745123951024071	0.580980031110675	508	3094	0.757362663257814	0.562513573813652	0.350232948309883	0.302441217445312	161	0.0941944342778898	10456	13544000	33
HT9310_6L	20220621 042327	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0959920277526029	0.595961807045716	71	7839	0.815022315832824	0.436857130761749	0.263016670668443	0.527798934905098	308	0.0840927777842718	10638	13602000	34
HT9310_6L	20220621 042454	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.108933827496499	0.543306198346234	182	7762	0.590897622578835	0.709768195330444	0.290506543392721	0.944110199190092	322	0.0869040479196391	11264	13456000	35
HT9310_6L	20220621 042648	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.110524064424962	0.641525718126769	226	7745	0.83633327531005	0.380981592702779	0.330664391735672	0.249478390491707	265	0.0819046349903164	10372	12908000	36
HT9310_6L	20220621 042753	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.134469173776931	0.546577626103378	210	5465	0.479136793559086	0.504359725375467	0.348326295103491	0.321548340937954	158	0.0873895998928155	10952	13528000	37
HT9310_6L	20220621 042925	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0863071255370014	0.518305913529288	225	6140	0.771262879520904	0.515490667157863	0.202066991986764	0.812230818202683	354	0.0895893157700266	9960	12960000	38
HT9310_6L	20220621 043116	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0770931969915797	0.541892098787663	67	6568	0.914506310423225	0.652717076326851	0.320681084196221	0.497664032271375	461	0.0831245724561626	10450	12950000	39
HT9310_6L	20220621 043215	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.158317054440122	0.433470389841214	328	6786	0.53893674473346	0.781135433931275	0.307030170190135	0.789688046838879	157	0.0760738397929535	10684	11756000	40
HT9310_6L	20220621 043327	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.239948858888363	0.862875708089233	941	4688	0.843538684172505	0.793912594244969	0.450796867806241	0.974541857832065	64	0.0914410531757313	10856	13624000	41
HT9310_6L	20220621 043409	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0677277632335201	0.191349377927207	338	1242	0.529598697895925	0.835623669722411	0.128890250575738	0.337912577297096	170	0.095437838981229	10170	14310000	42
HT9310_6L	20220621 043633	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0477522450691275	0.567534229925484	914	7710	0.810462318507121	0.399034333756529	0.339531039509214	0.625594628307526	590	0.0866411096998119	10722	14718000	43
HT9310_6L	20220621 043850	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.056323301261521	0.599001717806097	705	7721	0.706239605525081	0.458789883459401	0.361975208519894	0.770599743562644	443	0.083135926917515	10900	14540000	44
HT9310_6L	20220621 044125	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.060653768458406	0.769693088251313	1001	7755	0.74017577505853	0.414600080048771	0.441341352084141	0.688695606204751	423	0.0844123967552376	11246	13714000	45
HT9310_6L	20220621 044346	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0522172625307694	0.532113233972641	846	7745	0.678635691190744	0.400701765304011	0.095419302328414	0.718113077063262	629	0.0883922720765047	10698	13902000	46
HT9310_6L	20220621 044548	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0534708607546361	0.534718635972441	487	7734	0.899632622304064	0.412068438422084	0.352986889656034	0.770580839312876	546	0.10351025738046	9390	13770000	47
HT9310_6L	20220621 044719	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.129051337406828	0.57354988421208	762	7814	0.746907784858557	0.243504636343989	0.147252715946567	0.711464652450263	326	0.104013920721525	9102	12738000	48
HT9310_6L	20220621 044838	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0965298086590807	0.573296343876454	767	7711	0.621146057616429	0.472033027432813	0.341444851963769	0.794976717446909	239	0.0855153175407417	11292	13908000	49
HT9310_6L	20220621 045011	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0474298520086646	0.317581461744923	999	7825	0.60234498107214	0.577136431201667	0.422912347963765	0.616591097650527	664	0.112583713598074	9176	13984000	50
HT9310_6L	20220621 045315	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0472202971046241	0.622934723975687	950	6845	0.533025375002121	0.671721318463735	0.129147326433043	0.847511289749782	511	0.0883446969389854	10664	13696000	51
HT9310_6L	20220621 045635	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0483922086144567	0.632806298124613	979	7451	0.943608008685486	0.651966858814302	0.349283824088837	0.438611066111681	578	0.0842106310187106	11072	13768000	52
HT9310_6L	20220621 045815	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0477596679000318	0.444157983115958	930	3925	0.236081469344471	0.321417231712881	0.348244341192728	0.482269762235365	407	0.122689330576943	8096	13264000	53
HT9310_6L	20220621 045958	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0488598508300686	0.587712838657049	884	4003	0.707446859356434	0.418929321961976	0.314799150964678	0.803427211832799	285	0.0914588403454621	10980	14580000	54
HT9310_6L	20220621 050223	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0491879041590081	0.58794674980062	850	6349	0.782482029975279	0.413781055038055	0.194086337336748	0.315291939729617	581	0.113990244715814	8524	13916000	55
HT9310_6L	20220621 050451	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0485793359422102	0.579644588666213	646	3704	0.686787760809345	0.458891717793458	0.453697999330777	0.666502896552519	548	0.0945831863476287	9640	13520000	56
HT9310_6L	20220621 050549	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.278833947712406	0.582342836566805	364	6813	0.780653094571908	0.96774361653531	0.468668560701101	0.807505273694103	78	0.102639648522306	8650	12470000	57
HT9310_6L	20220621 050630	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.222794144344022	0.372387575059291	771	5728	0.512940632128781	0.747088162452541	0.338418285405349	0.406772731350013	108	0.0932452909163406	10638	13962000	58
HT9310_6L	20220621 050803	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.133980806303443	0.843414055162482	156	6534	0.311866892870325	0.725039066820084	0.0106485557704489	0.864928926780471	159	0.0960548152126121	10750	13850000	59
HT9310_6L	20220621 050932	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0734392732050549	0.576758258223603	135	761	0.942099038792532	0.944214274866651	0.150213667724866	0.441554067467502	111	0.078780342031323	11130	14190000	60
HT9310_6L	20220621 051047	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.294980142465131	0.92265825236626	238	1407	0.651948066763468	0.828009431687635	0.162643558229131	0.16514392393711	38	0.0774518037201825	12276	10644000	61
HT9310_6L	20220621 051124	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.165319108476732	0.209322037178092	423	7208	0.982525876707197	0.848317354800431	0.299211916298063	0.961851842246042	250	0.101724814085509	9808	13232000	62
HT9310_6L	20220621 051413	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0550375656567328	0.779341692394367	630	4601	0.810730631479323	0.770502583995191	0.0528650092508364	0.480169925974123	406	0.0787625766634951	11576	13864000	63
HT9310_6L	20220621 051740	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0380056344935857	0.740375150377187	490	4687	0.131994073812026	0.0514616322242329	0.467649889424446	0.409073702077451	533	0.083860379657222	11394	14286000	64
HT9310_6L	20220621 052001	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.047396679384225	0.503739205209896	922	7748	0.716407960601421	0.230757191195953	0.326620460997203	0.841701065776553	677	0.0848144213713119	10822	13658000	65
HT9310_6L	20220621 052315	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.047282279049309	0.649334563086386	967	7789	0.680500350640062	0.454423342963013	0.324469577235503	0.804957957822866	580	0.0929062900873728	10542	14178000	66
HT9310_6L	20220621 052622	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0559798876859119	0.670505500841825	989	5232	0.712360048282973	0.763820139657346	0.303139623211889	0.783483024414584	502	0.0959640794112865	9744	12936000	67
HT9310_6L	20220621 052804	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0521187413678637	0.393154498072111	458	7340	0.678292208105717	0.442375602245672	0.335638450377614	0.552237675688599	593	0.0824548080980867	11460	13860000	68
HT9310_6L	20220621 053018	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0490190407770073	0.601649122096371	838	6377	0.721945183714476	0.352078382662028	0.343705640030116	0.931286645120414	321	0.094838351692631	11056	14624000	69
HT9310_6L	20220621 053229	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0506190450100844	0.592826520495027	948	7692	0.235197527337181	0.390786945673288	0.338525793612296	0.157834436167929	500	0.0913307719093789	10470	14370000	70
HT9310_6L	20220621 053501	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.041486063140029	0.592084028215551	820	5973	0.84678449591906	0.40887903280997	0.340082924618901	0.746320340362134	590	0.0855648327062407	11196	14124000	71
HT9310_6L	20220621 053640	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0568439694941875	0.592761876272298	995	7182	0.796595044338626	0.351038304170911	0.339102285702126	0.349978525240163	303	0.0936834873844109	11038	14282000	72
HT9310_6L	20220621 054000	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0391524219738003	0.796990158790625	729	5719	0.700692647188044	0.171100988843645	0.386123328748057	0.306733254965107	539	0.095860120084681	9952	14528000	73
HT9310_6L	20220621 054348	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0361811052381134	0.778137004523303	522	6365	0.197265086592424	0.27365272289934	0.371336330059333	0.145303226085352	645	0.102097139193329	9414	13626000	74
HT9310_6L	20220621 054654	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0429998278567678	0.804525075591401	827	4331	0.550261547706828	0.075114613433386	0.406318278264773	0.656020155022695	447	0.0833826546657437	11146	13934000	75
HT9310_6L	20220621 054857	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0575614039817779	0.854096785807774	851	6081	0.437691708290685	0.474574089195382	0.305983113415569	0.767746791804764	243	0.101607378242182	9992	14128000	76
HT9310_6L	20220621 055225	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0494683902859029	0.627387628008833	984	6879	0.585681316937561	0.378771293774796	0.318262823282228	0.640429804652971	623	0.100481652064697	9420	13380000	77
HT9310_6L	20220621 055606	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0490118775731413	0.650752250871274	758	5499	0.748453197426239	0.421431816639651	0.355169686786755	0.762281476504686	624	0.102888898336827	9376	13544000	78
HT9310_6L	20220621 055928	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.04732350098506	0.577641856281662	834	7990	0.719851190739788	0.393726969262046	0.315133408550366	0.760945988222523	992	0.103365353285893	9220	13940000	79
HT9310_6L	20220621 060156	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0479317938401067	0.695685798845294	739	4148	0.847395402782476	0.404613071435628	0.204130302746063	0.782304426444449	298	0.0902255379672949	10366	14354000	80
HT9310_6L	20220621 060450	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0446402238352985	0.713763887219665	766	6197	0.670669643713476	0.321537909923991	0.12975217610856	0.944973293461591	452	0.0877081558596859	11064	14256000	81
HT9310_6L	20220621 060809	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0372540811206592	0.784453136944026	684	5291	0.187191417711908	0.124434973164454	0.40480604746353	0.328825395563503	467	0.0976856283155882	10358	14962000	82
HT9310_6L	20220621 061124	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0381677500491893	0.770356410023619	626	5271	0.467742108255271	0.099743334574428	0.241226646765712	0.356019817769006	500	0.10347075299902	9478	13322000	83
HT9310_6L	20220621 061255	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0375707600479016	0.337312402659536	697	5300	0.729009713611096	0.131443875035306	0.442771706892073	0.298838096285133	528	0.0890796281053771	11140	14780000	84
HT9310_6L	20220621 061534	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.035269501339862	0.537639772686538	789	5374	0.686090908571674	0.051124002204637	0.42287888634363	0.369148136300208	606	0.0997969658882425	9934	14426000	85
HT9310_6L	20220621 061954	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0384377060840535	0.814800289468671	703	5268	0.0861392187615301	0.160599138416543	0.442982276747832	0.253400725150488	753	0.100289877020922	9362	13078000	86
HT9310_6L	20220621 062105	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0264370788760297	0.113329585034889	240	2790	0.0108295274758758	0.50915551177585	0.0735566377382772	0.418789341030689	915	0.0890486017012877	9776	13384000	87
