experimento	fecha	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_3L	20220619 150643	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0723721003304543	0.486926709788427	308	4316	0.46632704362015	0.426156341066607	0.300381299606043	0.848013795179721	218	0.0932893409972092	11160	14760000	116
HT9310_3L	20220619 150730	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0637414105351973	0.712406959850772	508	3825	0.417239412870646	0.947285071510683	0.23661768033866	0.578720835551368	241	0.0919021349542336	11488	14792000	117
HT9310_3L	20220619 150838	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0371280691541977	0.786996384041056	752	4159	0.860442481325245	0.868078458372295	0.389258026774512	0.547507043498158	457	0.101844680701783	10236	14604000	118
HT9310_3L	20220619 150919	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0692418122691007	0.66336192724771	347	2918	0.759627241969956	0.659425219668589	0.265029539492187	0.632327193288723	142	0.119643310750838	9442	14438000	119
HT9310_3L	20220619 150959	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0349727991830701	0.256910933030559	698	3583	0.704055986260414	0.3601300950257	0.114124243820579	0.193057131059473	514	0.10221904808882	10026	14334000	120
HT9310_3L	20220619 151035	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0227104705291713	0.190116004337591	385	5014	0.884254556487283	0.319429269813336	0.465032562949561	0.228935025692702	589	0.0920185367746391	11692	14708000	121
HT9310_3L	20220619 151123	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0550284978190414	0.547209428035206	505	4233	0.745490347532109	0.95705996667606	0.16546093894297	0.420770804251364	373	0.0884178655611006	11328	14352000	122
HT9310_3L	20220619 151158	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0664990068817513	0.46842998880606	342	4269	0.582270453344759	0.924109579179182	0.0723935342805597	0.937508868025946	263	0.0865647184653875	11674	14486000	123
HT9310_3L	20220619 151314	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0201341353017342	0.459617725525824	419	4265	0.820120739467905	0.357853658798654	0.204933689043298	0.454576989333382	766	0.110547824884884	9578	14782000	124
HT9310_3L	20220619 151411	1	1	-1	31	200227	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0402543159853659	0.608788792797738	679	3873	0.328994518930699	0.864030811424429	0.334335103032678	0.308644786405904	317	0.10882485123818	10320	14760000	125
